City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,neryungri,56.6709,124.6491,-35.36,100,74,0.86,RU,1707426292
280,tual,-5.6667,132.75,28.22,79,100,8.19,ID,1707426292
281,labuan bajo,-8.4964,119.8877,25.58,87,48,2.11,ID,1707426293
282,san andres,12.5847,-81.7006,28.01,57,40,5.14,CO,1707426293
283,illizi,26.4833,8.4667,12.89,21,0,2.09,DZ,1707426150
284,kamina,-8.7386,24.9906,19.17,92,73,1.09,CD,1707426293
285,horad zhodzina,54.0983,28.3325,-4.85,87,100,2.38,BY,1707426293
286,la'ie,21.6477,-157.9253,26.98,66,19,4.02,US,1707426293
287,kailua-kona,19.6406,-155.9956,26.82,70,65,1.79,US,1707426072
288,rosporden,47.9667,-3.8333,12.49,88,100,9.97,FR,1707426134
289,inirida,3.8653,-67.9239,28.19,76,100,1.06,CO,1707426294
290,kogota,38.55,141.05,0.1,78,7,2.18,JP,1707426294
291,hengchun,22.0042,120.7439,19.5,75,100,4.34,TW,1707426294
292,darhan,49.4867,105.9228,-25.48,96,10,2.21,MN,1707426294
293,fortuna,40.5982,-124.1573,12.21,77,100,3.13,US,1707426294
294,gorontalo,0.5412,123.0595,24.0,94,92,1.4,ID,1707426294
295,riverton,40.5219,-111.9391,6.47,77,40,4.92,US,1707426295
296,amungan,15.3652,119.9582,23.96,77,1,1.6,PH,1707426295
297,new norfolk,-42.7826,147.0587,14.72,70,31,1.67,AU,1707426295
298,kargasok,59.0556,80.8572,-7.8,94,83,4.02,RU,1707426295
299,sena madureira,-9.0656,-68.6569,30.5,64,100,1.31,BR,1707426295
300,vila velha,-20.3297,-40.2925,28.97,80,40,5.14,BR,1707426130
301,gunnedah,-30.9833,150.25,19.0,73,100,3.68,AU,1707426296
302,cole harbour,44.6724,-63.4751,2.06,66,20,3.6,CA,1707426296
303,kerikeri,-35.2268,173.9474,22.17,82,76,1.72,NZ,1707426296
304,argo,37.6333,22.7333,10.44,92,0,3.46,GR,1707426033
305,gadzhiyevo,69.2551,33.3362,-24.82,100,99,2.8,RU,1707426296
306,kharp,66.8014,65.8081,-6.21,91,100,7.56,RU,1707426296
307,zayed city,24.3768,54.589,22.22,60,40,2.57,AE,1707426296
308,inhambane,-23.865,35.3833,23.93,80,20,2.71,MZ,1707426297
309,san roque,36.2107,-5.3842,17.46,63,100,9.26,ES,1707426297
310,zaozersk,69.4005,32.4476,-25.44,99,91,2.03,RU,1707426297
311,ghat,24.9647,10.1728,14.44,22,49,1.74,LY,1707426297
312,ar ruways,24.1103,52.7306,17.82,61,0,5.33,AE,1707426261
313,aasiaat,68.7098,-52.8699,-27.18,100,99,3.1,GL,1707426297
314,celica,-4.1167,-79.95,22.22,74,78,1.79,EC,1707426297
315,kidal,18.4411,1.4078,21.08,10,63,4.27,ML,1707426298
316,haiku-pauwela,20.9219,-156.3051,26.01,59,40,1.34,US,1707426298
317,san juan,-31.5375,-68.5364,33.48,38,55,11.13,AR,1707426298
318,zheleznogorsk,52.331,35.3711,-15.8,98,20,1.65,RU,1707426298
319,nanzhang chengguanzhen,31.7839,111.8275,2.42,82,72,1.56,CN,1707426298
320,luanda,-8.8368,13.2343,28.0,83,20,3.09,AO,1707426231
321,bam,29.106,58.357,10.48,21,0,1.16,IR,1707426298
322,picota,-6.9197,-76.3304,26.27,44,25,0.59,PE,1707426298
323,malita,6.415,125.6117,25.37,88,72,2.45,PH,1707426299
324,flying fish cove,-10.4217,105.6791,26.82,83,75,2.57,CX,1707426299
325,rocha,-34.4833,-54.3333,25.54,69,86,5.41,UY,1707426299
326,quellon,-43.1167,-73.6167,16.22,63,65,6.16,CL,1707426299
327,tolanaro,-25.0319,46.9987,25.04,83,20,6.17,MG,1707426299
328,leh,34.1667,77.5833,-22.78,37,6,1.89,IN,1707426299
